transaction_amount,recipient_is_new_payee,hours_since_last_login,time_of_day,is_first_payment_to_recipient,deviation_from_avg_transaction_zscore,num_payments_today,account_age_days,is_international,is_fraud
902.36,0,3.38,9,0,0.216,2,1457.5,0,0
21.24,0,1.69,16,0,-0.05,2,962.3,0,0
59.96,0,3.39,3,0,-0.299,1,764.0,0,0
19.88,0,2.4,13,0,0.026,0,505.0,0,0
47.96,0,4.17,9,0,-0.103,1,877.9,0,0
49.65,0,18.46,18,0,-1.051,0,1685.0,0,0
136.75,0,6.52,11,0,1.344,0,1580.6,0,0
45.5,0,8.12,18,0,0.761,0,1070.8,0,0
56.68,0,0.75,8,0,-0.31,0,1012.4,0,0
46.26,0,18.57,9,0,-1.408,2,1288.3,0,0
20.27,1,43.71,9,0,-1.965,1,105.8,0,0
38.31,0,25.52,6,0,1.604,3,1029.4,1,0
48.2,0,5.85,12,0,-0.139,0,1028.7,0,0
71.01,0,16.3,8,0,0.61,2,399.3,0,0
107.24,0,24.68,17,0,-0.759,0,527.8,0,0
54.63,0,22.6,11,0,-0.246,1,1214.6,0,0
253.7,1,1.94,0,1,2.485,9,3.5,0,1
53.82,1,29.75,23,0,-0.205,2,980.0,0,0
15.45,0,1.16,14,1,0.193,1,920.9,0,0
105.51,0,29.58,9,0,0.072,1,758.3,0,0
36.91,0,11.47,15,0,-0.738,0,1677.1,0,0
125.85,0,4.4,18,0,-0.746,2,1230.2,0,0
204.17,0,26.7,16,0,-0.065,0,1124.4,0,0
56.84,0,17.14,18,0,-1.403,2,507.5,0,0
27.94,0,84.78,11,0,-0.658,2,1123.0,0,0
65.75,0,11.58,12,0,-0.123,1,2544.6,0,0
89.69,0,60.37,10,0,0.318,0,348.4,0,0
51.0,0,7.58,10,1,1.203,1,1355.7,0,0
41.29,0,1.16,10,0,-0.381,0,921.8,0,0
107.66,0,39.24,15,0,0.029,0,911.8,0,0
101.79,1,30.07,9,1,-1.494,0,1513.9,0,0
49.68,0,55.05,14,0,0.268,2,612.6,0,0
16.35,0,13.54,11,0,-0.727,0,756.9,0,0
98.29,0,21.63,9,1,-0.247,2,828.1,0,0
34.74,0,0.86,17,0,0.381,1,588.6,0,0
80.01,0,69.28,14,0,0.414,2,812.9,0,0
75.83,0,1.35,11,0,-1.163,2,627.2,0,0
13.39,0,21.33,15,0,0.642,0,936.4,0,0
71.44,1,2.17,18,1,-0.031,0,1375.4,0,0
103.27,0,67.02,11,0,1.014,1,576.1,0,0
114.62,0,51.19,10,0,1.169,0,992.3,0,0
73.68,0,2.28,6,0,1.285,1,896.3,0,0
12.42,0,2.48,13,0,-1.14,0,879.1,1,0
197.46,0,4.96,13,0,0.322,0,556.9,0,0
94.57,0,48.2,10,0,-1.262,0,1523.8,0,0
23.98,0,4.98,19,0,1.041,0,1523.6,0,0
34.14,0,16.14,8,0,1.155,2,868.5,0,0
81.17,0,17.11,8,0,0.782,1,1315.2,0,0
118.84,0,0.35,2,0,-0.34,0,671.4,0,0
463.15,1,0.1,0,0,2.996,3,74.1,1,1
44.05,0,3.23,14,0,0.435,2,1385.6,0,0
134.52,0,14.82,12,0,-0.442,1,569.7,0,0
14.53,0,5.02,19,1,0.011,2,524.5,0,0
27.49,0,4.44,12,0,-0.074,3,957.3,0,0
114.71,1,1.98,1,1,2.835,2,134.8,0,1
11.53,0,0.73,16,0,-1.599,3,1968.6,0,0
31.1,0,5.89,12,1,-0.648,2,504.0,0,0
240.29,1,8.0,22,0,1.817,0,360.6,0,0
383.42,0,0.67,17,0,-0.069,0,1374.4,0,0
81.4,0,15.1,12,0,0.128,0,982.1,0,0
38.76,0,10.72,12,0,-0.007,0,1032.8,0,0
55.24,0,2.57,17,0,-0.328,1,770.5,0,0
99.72,0,18.43,9,0,0.029,0,1178.3,0,0
17.66,0,27.35,13,0,-0.326,0,1317.4,0,0
40.99,0,13.34,11,0,-1.826,0,443.3,0,0
225.8,0,3.68,13,0,0.629,1,397.2,0,0
27.42,0,18.42,14,1,1.29,3,535.0,0,0
35.28,0,18.86,13,0,-0.931,3,658.0,0,0
67.44,0,1.89,19,0,-0.33,4,833.9,0,0
84.83,0,3.13,5,0,1.2,4,969.4,0,0
39.2,0,0.31,7,0,-0.617,2,1229.1,0,0
71.19,1,2.58,15,0,0.31,1,655.7,0,0
1210.13,1,0.67,4,1,2.644,4,226.6,0,1
111.8,0,3.9,11,0,3.462,1,1344.8,0,0
353.27,0,9.8,3,0,0.506,1,979.3,0,0
2570.92,1,0.88,7,0,2.703,1,202.4,1,1
59.9,0,57.1,13,0,0.055,0,1056.7,0,0
64.39,0,4.49,19,0,0.705,1,442.8,0,0
244.28,0,13.56,3,0,0.621,0,587.8,0,0
41.81,0,27.53,8,0,-0.53,0,747.3,0,0
21.63,0,0.06,5,1,-1.389,0,2960.7,1,0
82.49,0,34.44,2,0,0.475,3,1330.9,0,0
166.46,0,5.93,17,0,0.595,2,858.2,0,0
90.64,0,15.24,10,0,-0.238,0,683.1,0,0
61.41,0,37.82,20,0,1.316,3,2015.5,0,0
19.47,0,3.47,11,0,1.156,2,1006.1,0,1
525.35,1,0.78,22,1,2.939,4,93.7,1,1
63.46,0,7.5,11,0,0.62,3,596.2,0,0
190.22,0,1.23,15,0,-0.223,0,525.0,0,0
23.36,0,18.85,17,0,-1.673,0,1141.9,0,0
54.16,0,13.13,14,0,-0.139,1,854.4,0,0
47.97,0,13.23,17,0,-1.469,0,1471.1,0,0
36.85,0,11.05,16,0,-1.886,1,497.4,0,0
82.33,0,2.7,10,0,0.518,0,1352.7,0,0
97.2,0,3.74,15,0,0.938,0,1408.4,0,0
96.34,0,29.57,18,0,-1.56,2,1620.3,0,0
90.02,1,1.52,1,1,2.379,5,54.2,0,1
29.07,0,13.54,9,0,-0.205,1,633.1,0,0
16.46,0,32.9,11,0,-0.014,0,1354.9,0,0
83.35,0,8.16,10,0,-0.234,1,759.7,0,0
802.0,1,2.97,5,1,2.418,0,97.6,1,1
43.38,0,41.99,11,0,-1.103,0,560.3,0,0
318.16,0,12.61,8,0,1.065,2,865.1,0,0
330.91,0,8.49,3,0,-1.081,3,296.5,0,0
362.16,1,7.7,12,0,-1.559,0,1055.1,0,0
29.99,0,18.94,6,0,-1.1,2,881.0,0,0
108.2,0,0.38,16,0,0.385,2,422.1,0,0
139.81,0,19.01,17,0,-0.214,2,1067.8,0,0
127.05,0,1.31,8,0,-0.616,1,1318.8,0,0
49.34,0,22.69,14,0,0.422,1,832.5,0,0
197.81,0,55.26,13,0,0.266,2,719.1,0,0
66.71,0,6.75,12,0,-1.846,1,1159.8,0,0
74.36,0,12.02,17,0,0.414,0,1718.9,0,0
18.04,0,45.09,8,0,0.945,0,811.8,0,0
115.36,0,2.93,11,0,-0.099,0,2116.6,0,0
53.44,0,69.09,17,0,-0.188,1,1518.2,0,0
98.99,1,37.85,12,0,1.515,0,736.3,0,0
81.44,0,6.77,8,0,-0.568,4,605.2,0,0
77.77,0,13.58,10,0,-0.133,2,1180.1,0,0
64.14,0,12.67,11,0,0.265,1,504.1,0,0
239.06,1,1.75,16,0,3.881,1,12.7,1,1
130.14,0,33.52,10,0,0.039,0,503.9,0,0
56.31,0,10.03,16,0,-0.218,1,757.3,0,0
19.36,0,16.98,10,0,0.071,0,733.1,0,0
108.16,0,2.45,17,0,1.255,4,1924.1,0,0
33.53,0,21.16,0,0,0.646,1,1394.5,0,0
21.64,0,5.75,8,1,-0.06,0,1420.7,0,0
27.97,0,12.01,8,0,-0.691,2,1159.9,0,0
84.85,0,14.48,15,0,-0.585,1,756.3,0,0
61.43,0,0.51,16,0,0.76,1,825.4,0,0
10.88,0,5.23,9,0,-1.275,0,1112.0,0,0
48.13,0,39.52,15,0,1.923,1,556.0,0,0
180.16,0,9.15,17,0,-0.025,1,554.0,0,0
45.44,0,14.7,18,0,-1.103,1,1328.4,0,0
57.94,0,1.51,1,0,0.146,0,1218.5,0,0
161.83,0,76.58,19,0,-0.641,0,533.3,0,0
131.13,0,52.63,16,0,-0.335,1,524.9,0,0
158.93,0,12.36,11,0,-1.209,0,539.9,1,0
6.32,0,0.52,8,0,-0.191,1,1314.4,0,0
291.05,0,31.78,14,0,-1.698,2,1490.2,0,0
114.54,0,8.96,14,1,-0.48,0,563.9,0,0
540.37,0,5.26,23,0,-0.662,0,994.9,0,0
34.3,0,12.77,10,0,-0.402,2,551.5,0,0
14.9,0,53.23,18,0,-0.611,0,1646.5,0,0
67.1,0,7.39,13,0,0.027,0,377.2,0,0
52.77,0,3.77,13,0,0.71,2,1053.8,0,0
116.24,0,37.01,19,0,0.288,0,752.3,0,0
166.28,0,12.25,14,0,1.039,2,561.2,0,0
61.92,0,8.11,9,0,-0.399,2,436.5,0,0
54.35,0,12.21,19,0,0.26,0,503.3,0,0
103.99,0,7.28,15,0,0.291,1,822.0,0,0
53.63,1,10.91,10,0,0.921,0,658.0,0,1
49.95,0,24.76,8,0,-0.584,4,976.1,1,0
161.03,0,3.78,11,0,0.631,3,1969.8,0,0
194.57,0,7.3,14,0,-0.686,2,1370.9,1,0
167.56,0,25.26,9,0,-0.456,1,1323.4,0,0
57.8,0,8.39,14,0,-0.287,1,1304.0,0,0
10.82,0,24.09,16,0,0.363,0,1139.3,0,0
58.79,0,2.32,13,0,-0.87,1,1481.1,0,0
35.01,0,12.52,16,0,-0.758,0,704.8,0,0
59.72,0,1.14,15,0,-0.516,2,1139.7,0,0
37.7,0,13.36,13,0,0.039,1,362.1,0,0
65.52,0,1.28,19,0,-0.749,0,1312.4,0,0
27.57,0,9.06,15,1,0.211,1,962.7,0,0
22.45,0,19.61,17,0,-0.286,1,890.8,0,0
188.54,0,12.71,15,0,0.526,1,535.4,0,0
29.25,0,18.66,19,0,0.05,1,460.4,0,0
66.71,0,10.16,13,0,1.402,0,731.8,0,0
150.11,1,1.15,12,0,0.097,0,961.5,0,0
145.06,1,48.55,23,1,-0.975,2,1383.8,0,0
131.06,0,0.86,19,0,-0.17,1,1482.5,1,0
86.27,0,12.4,17,0,0.017,0,1729.4,0,0
123.4,0,29.33,11,0,-0.727,1,1403.6,0,0
214.25,1,3.05,18,0,1.214,2,1176.0,0,0
95.7,0,36.61,8,0,-0.248,0,451.0,0,0
13.99,0,5.5,19,0,-0.516,2,892.6,0,0
42.55,0,0.99,8,0,0.145,1,1729.8,0,0
120.53,0,0.12,12,0,-0.725,1,1972.3,0,0
39.13,0,2.43,10,0,0.773,1,444.6,0,0
264.3,0,27.54,8,0,0.612,0,751.9,1,0
63.2,0,10.9,17,0,0.104,2,1779.2,0,0
71.7,0,12.8,10,0,0.473,3,1499.6,0,0
173.47,0,10.4,9,0,-0.4,1,933.4,0,0
57.09,0,13.82,19,0,-1.202,0,1064.2,0,0
77.47,0,2.65,14,0,-0.26,1,1148.1,0,0
143.2,0,3.74,8,0,-0.401,0,1523.2,0,0
19.08,0,29.84,11,0,-1.629,0,1503.8,0,0
52.33,0,4.54,14,0,-0.846,0,792.9,0,0
134.93,0,3.11,10,0,-0.984,1,1726.6,0,0
70.51,0,28.15,19,0,-0.843,0,1821.4,0,0
232.12,0,22.08,18,0,1.067,4,848.0,0,0
17.47,0,27.67,16,0,0.41,1,1775.3,0,0
15.86,0,1.4,14,0,0.772,1,842.1,0,0
128.28,0,2.09,19,0,0.408,1,1291.8,0,0
139.2,0,15.72,11,0,0.866,1,1899.0,0,0
56.58,0,11.59,14,0,0.022,1,1607.5,0,0
93.72,0,7.86,16,0,1.213,0,659.3,0,0
125.64,1,18.63,14,0,-0.985,0,1138.6,0,0
33.39,0,37.44,18,0,-0.054,1,1228.0,0,0
36.57,0,18.75,9,0,-0.82,0,1051.7,0,0
78.36,0,49.28,13,0,0.993,2,690.4,0,0
143.81,0,5.09,12,1,0.336,0,668.9,0,0
24.75,1,3.81,7,0,0.949,5,865.8,0,0
56.36,1,2.76,4,0,-1.123,0,456.7,0,0
54.18,0,26.5,19,0,-0.482,0,1210.9,0,0
95.13,1,40.33,15,0,-1.427,1,328.4,0,0
66.2,0,18.9,12,0,0.289,1,2050.3,0,0
41.93,1,1.06,12,0,-0.343,2,918.3,0,0
192.73,0,4.4,14,0,0.604,0,670.0,1,0
42.17,0,0.44,16,0,0.025,0,509.4,0,0
52.02,0,63.16,9,0,-1.704,0,1552.5,0,0
17.24,0,7.11,10,0,-1.328,1,1143.9,0,0
36.36,0,1.81,9,0,0.066,2,1050.2,0,0
289.84,1,0.59,2,1,4.633,6,59.6,0,1
103.41,0,17.42,6,0,0.373,0,1149.6,0,0
87.58,0,4.57,19,0,-1.773,0,1159.7,0,0
111.01,0,50.59,9,0,-0.067,1,1215.3,0,0
106.52,0,17.45,19,0,-0.814,1,1110.1,0,0
393.29,0,19.55,18,0,-0.888,1,1307.2,0,0
35.32,0,13.65,14,0,-0.524,0,1177.8,0,0
16.84,0,2.78,8,0,0.099,1,353.0,0,0
27.3,0,1.41,16,0,-0.565,2,643.2,0,0
36.67,0,8.93,3,0,-1.589,1,642.2,0,0
29.13,0,44.57,17,0,0.093,0,672.8,0,0
72.21,0,0.19,11,0,-0.281,1,538.0,0,0
193.4,0,67.69,14,0,-0.751,2,1092.1,0,0
246.83,0,15.98,18,1,-0.246,2,1332.0,0,0
102.38,0,4.87,16,1,-0.278,0,404.4,0,0
411.61,0,20.5,3,0,0.035,0,572.8,0,0
49.26,0,5.64,19,0,-0.198,1,443.2,0,0
16.65,0,1.72,13,0,0.132,0,312.5,0,0
163.24,0,8.57,10,0,-0.039,1,965.4,0,0
13.97,0,4.8,10,0,0.656,1,346.6,0,0
35.1,0,52.05,9,0,1.268,0,942.5,0,0
813.43,1,0.32,1,1,1.697,6,259.0,0,1
103.76,0,5.44,14,0,-0.012,0,1052.3,0,0
61.13,0,5.72,17,0,-0.497,2,921.2,0,0
56.7,0,6.75,17,0,-1.149,0,928.7,0,0
24.44,0,17.35,16,1,0.517,1,867.0,0,0
66.08,0,15.15,13,0,-0.722,2,1383.9,0,0
156.51,0,39.08,12,0,1.878,0,1830.1,0,0
67.83,0,21.72,8,0,2.223,3,1090.6,0,0
32.93,1,1.47,11,0,-0.17,2,655.1,0,0
23.09,0,45.75,19,0,-1.332,2,568.7,0,0
33.51,0,1.28,16,0,0.523,1,336.2,0,0
93.08,0,2.81,12,0,1.679,2,1657.9,0,0
604.04,1,3.12,13,0,1.655,2,97.3,0,1
89.31,0,2.65,13,0,-1.05,1,818.0,0,0
33.77,0,33.3,12,0,1.518,1,845.7,0,0
10.18,0,29.83,1,0,-1.479,0,954.7,0,0
95.3,0,25.31,13,0,-1.163,0,732.8,0,0
31.09,0,66.59,18,0,0.247,1,1040.1,0,0
119.79,0,2.36,9,0,0.813,1,1067.0,0,0
35.07,0,0.23,13,0,-0.053,0,1135.8,0,0
28.8,0,1.58,15,0,0.36,0,442.2,1,0
75.96,1,4.38,0,0,0.884,0,273.1,0,0
494.75,0,17.83,8,0,0.976,2,1357.1,0,0
126.05,0,19.88,15,0,-0.498,0,832.6,0,0
74.87,0,0.29,18,0,-0.691,0,614.1,0,0
90.47,0,27.49,15,0,0.843,1,1433.2,0,0
15.05,0,23.14,11,0,0.363,0,626.5,0,0
25.69,0,5.04,1,0,0.471,2,594.2,0,0
7.89,0,43.57,11,0,-0.529,2,705.8,0,0
290.15,0,27.76,13,0,0.51,1,649.8,0,0
244.27,0,5.74,22,0,-0.876,1,657.8,0,0
333.46,1,1.07,4,1,1.882,3,139.5,0,1
93.12,0,1.22,1,0,0.198,1,1291.7,0,0
74.8,0,9.5,15,0,0.089,1,1711.6,0,0
17.83,0,13.93,18,0,0.095,2,548.0,0,0
55.35,0,2.21,17,0,0.625,2,936.5,0,0
305.98,0,8.86,8,0,-0.816,2,664.2,0,0
74.57,0,31.45,12,0,0.542,2,1497.6,0,0
41.27,0,12.71,18,0,0.017,1,1087.6,0,0
14.96,0,29.74,16,0,-0.633,1,947.5,0,0
215.56,0,6.59,15,0,-1.057,0,1263.3,0,0
62.83,0,32.06,12,0,1.511,1,1426.3,0,0
14.98,0,6.56,8,0,-0.056,1,1248.3,0,0
30.4,0,30.66,14,0,-0.284,0,1227.7,0,0
22.51,0,15.26,12,0,-0.915,2,1810.4,0,0
59.62,0,1.78,17,0,0.871,2,1123.9,0,0
79.54,0,7.72,18,0,0.809,0,604.2,0,0
43.48,0,26.75,9,0,0.655,0,997.2,0,0
129.09,0,4.36,12,0,-0.049,0,751.8,0,0
71.31,0,27.59,22,0,0.601,1,1754.4,0,0
164.51,0,1.82,16,0,-0.659,0,783.5,0,0
49.22,0,1.78,12,0,0.174,1,796.4,1,0
887.6,0,10.18,14,0,-0.043,2,861.2,0,0
41.27,0,17.65,18,0,0.214,0,1047.6,0,0
30.94,0,30.45,15,0,-1.451,0,681.2,1,0
27.87,0,22.83,9,0,1.496,1,681.7,0,0
55.74,0,20.59,13,0,1.295,1,599.8,0,0
15.46,0,18.97,18,0,-0.92,0,1671.5,0,0
85.66,0,5.58,14,0,0.462,0,1196.3,0,0
13.2,0,30.22,19,0,-1.19,2,831.9,0,0
76.51,0,7.07,18,0,0.067,1,726.5,0,0
21.15,1,11.08,11,0,-1.757,1,585.6,0,0
48.23,0,28.12,12,1,-0.234,0,776.5,0,0
111.48,0,3.65,10,0,-0.39,1,836.1,0,0
472.69,0,7.21,10,0,0.925,0,1511.7,0,0
26.67,0,5.98,12,0,1.335,0,570.2,0,0
58.69,0,110.14,13,0,1.353,0,1028.0,0,0
36.05,0,22.08,12,0,0.927,1,1174.9,0,0
31.84,0,5.78,16,0,0.066,1,647.1,0,0
36.32,1,3.49,9,0,0.311,0,390.5,0,0
134.35,0,4.63,17,1,0.307,0,1010.9,0,0
44.04,1,27.0,18,0,-0.944,1,581.4,0,0
451.2,0,7.89,16,0,0.917,1,1077.9,0,0
94.97,0,4.1,10,0,0.552,2,1017.9,0,0
28.26,0,30.22,10,0,0.589,3,1366.2,0,0
48.83,0,11.96,19,0,-1.825,1,1417.6,0,0
33.73,0,25.49,14,0,0.362,1,423.7,0,0
131.64,0,27.99,7,0,0.805,1,1177.3,0,0
16.56,0,12.11,21,0,-0.012,3,1072.5,0,0
21.33,0,33.89,13,0,-0.401,1,1055.9,0,0
40.33,0,5.24,14,0,-1.09,1,1431.5,0,0
119.16,0,0.6,12,0,-1.147,1,597.1,0,0
190.2,0,7.94,15,0,0.123,3,1420.8,0,0
215.61,0,8.96,15,0,-0.188,1,1174.3,0,0
104.62,0,17.87,16,0,-0.199,1,390.2,0,0
62.15,0,13.13,18,0,1.223,1,710.0,0,0
131.03,0,38.14,16,0,-1.005,0,932.2,0,0
25.21,1,46.6,9,1,-0.277,2,415.0,1,0
13.9,0,15.67,12,0,1.355,1,1160.9,1,0
96.65,0,33.65,14,0,-0.25,2,1427.2,0,0
28.37,0,50.5,15,0,0.053,2,1310.0,0,0
63.09,0,16.36,18,0,-0.14,0,1247.8,0,0
73.82,0,8.57,0,0,0.565,2,743.9,0,0
82.34,0,28.81,13,0,-1.644,2,1157.8,0,0
147.99,0,34.26,3,0,-0.163,1,1777.2,0,0
135.27,0,38.94,22,0,0.044,1,509.7,0,0
293.04,1,1.84,17,1,2.523,1,22.6,0,1
78.71,0,1.74,13,0,-0.799,1,475.1,0,0
45.8,0,12.28,9,0,0.275,2,589.6,0,0
73.08,0,10.24,12,0,0.629,2,903.3,0,0
40.17,0,25.81,10,0,0.362,0,570.0,1,0
56.43,0,12.23,8,0,1.423,2,1267.5,0,0
617.36,0,51.35,15,0,-0.347,0,944.4,0,0
77.86,0,39.16,13,0,0.399,0,930.2,0,0
97.78,0,0.18,9,0,0.381,2,1429.7,0,0
36.61,0,19.15,15,0,-0.188,0,432.4,0,0
158.71,1,10.52,21,0,0.907,1,1061.6,0,0
127.26,0,5.81,9,0,0.231,0,1087.0,0,0
128.03,0,26.03,15,0,-0.961,2,1641.6,0,0
80.05,1,9.06,11,0,0.6,1,2210.7,0,0
160.62,0,9.81,17,0,-0.399,2,494.9,0,0
196.55,0,10.64,6,0,-0.258,1,726.5,0,0
84.83,0,25.8,9,0,-0.199,1,337.3,0,0
60.5,1,11.42,14,0,0.588,1,556.0,0,0
142.65,0,0.92,8,0,0.863,0,1695.4,0,0
30.92,0,26.5,16,0,-0.128,0,1300.6,0,0
36.22,0,18.28,11,0,-0.173,2,825.5,0,0
63.73,0,2.58,13,0,-1.638,1,892.9,0,0
15.18,0,6.6,16,0,-0.568,1,490.0,0,0
134.75,0,12.29,18,0,-0.757,2,523.6,0,0
29.42,0,27.16,14,0,0.249,0,916.1,0,0
44.67,1,4.82,8,0,-0.086,1,693.6,0,0
55.63,0,51.37,11,0,-0.727,0,1272.1,0,0
68.95,0,4.62,15,0,0.122,0,1387.1,0,0
49.79,0,3.88,8,0,-0.054,0,724.0,0,0
62.97,0,48.44,12,0,-2.032,0,1087.8,0,0
63.39,1,41.01,11,0,0.886,2,893.4,0,0
45.61,0,4.95,11,0,0.809,0,879.0,1,0
34.56,0,16.21,19,0,-0.19,1,1665.4,0,1
167.21,0,26.64,19,0,0.282,1,450.0,0,0
11.15,0,0.4,18,0,-0.26,0,1641.7,0,0
55.99,0,11.63,17,0,-1.284,2,1323.8,0,0
44.77,0,23.91,18,0,1.731,1,1062.1,1,0
95.2,0,59.22,10,0,0.6,1,1257.0,0,0
19.37,0,19.44,0,0,0.752,0,865.8,1,0
43.61,0,3.08,8,1,-0.228,0,709.1,0,0
61.13,0,0.1,3,0,0.901,1,592.9,0,0
165.6,0,2.55,18,0,-1.096,1,1341.6,0,0
88.44,0,27.32,8,0,-0.196,1,1015.0,0,0
24.39,0,15.27,10,0,0.592,1,1900.7,0,0
44.06,0,12.77,10,0,-0.501,0,1286.7,0,0
141.62,0,32.5,19,0,0.729,0,1061.9,0,0
24.03,0,13.31,17,0,0.243,3,693.6,0,0
62.37,0,1.51,11,0,0.168,0,750.4,0,0
66.17,0,12.13,8,0,-0.576,1,664.7,0,0
48.04,0,42.47,18,0,0.324,4,1133.2,0,0
659.44,0,2.06,15,0,1.546,0,853.3,0,0
46.95,0,139.98,8,0,0.14,3,705.9,0,0
97.74,0,33.42,13,0,0.445,1,1973.4,0,0
34.77,0,3.39,14,0,0.563,0,1497.5,0,0
104.44,0,2.6,19,0,-0.916,1,929.1,0,0
139.79,1,30.26,10,1,-0.106,1,967.8,1,0
40.46,0,72.52,10,0,-0.13,0,1315.5,0,0
63.66,0,0.11,13,0,-1.7,1,865.7,0,0
544.94,1,0.96,20,1,3.272,8,225.5,0,1
31.16,0,16.57,11,0,0.631,1,497.2,0,0
25.21,0,11.66,19,0,-0.745,1,676.8,0,0
160.98,0,6.2,4,0,0.544,2,975.3,0,0
41.64,0,4.5,11,0,-0.606,1,970.1,0,0
8.57,0,2.24,12,0,1.634,0,400.6,0,0
299.03,0,7.58,15,0,-0.223,1,1308.9,0,0
355.11,1,0.55,22,1,3.043,7,89.5,0,1
33.72,0,33.47,11,0,1.537,2,414.0,0,0
54.09,0,1.74,10,0,-0.138,0,562.6,0,0
269.02,0,44.81,11,0,-0.043,1,1359.6,0,0
59.12,0,18.71,15,0,1.253,0,838.6,0,0
58.04,0,1.11,18,0,-0.734,0,1560.5,1,0
23.48,0,23.9,16,0,0.04,1,1439.0,0,0
202.88,1,0.37,4,0,2.729,6,135.7,0,1
16.62,0,7.0,23,0,0.432,1,493.7,0,0
57.89,0,8.57,16,0,0.323,0,774.1,0,0
90.78,1,16.72,13,0,0.034,0,697.0,0,0
86.46,0,15.25,6,0,-0.075,0,732.3,0,0
44.3,0,62.41,14,0,0.677,1,683.5,0,0
67.84,0,25.29,18,0,0.141,1,550.3,0,0
13.99,1,11.98,15,0,0.773,1,1493.9,0,0
98.61,0,9.29,11,0,0.314,0,576.1,0,0
76.49,0,6.51,18,0,0.52,2,823.0,0,0
356.96,0,0.47,10,0,0.907,0,557.2,0,0
67.11,0,31.41,18,0,-0.248,2,993.1,0,0
29.93,0,6.93,9,0,0.885,1,808.6,0,0
63.87,0,20.34,11,0,-0.125,0,713.2,0,0
50.47,0,11.87,5,0,-1.121,0,1488.6,0,0
96.5,0,24.97,6,0,-0.263,0,862.6,0,0
68.23,0,8.24,16,0,-0.578,2,900.2,0,0
22.85,0,36.03,9,0,0.3,0,399.3,1,0
16.6,0,10.82,16,0,-0.229,1,2031.2,0,0
83.39,0,1.12,12,1,0.102,3,968.8,0,0
216.08,0,6.39,17,0,0.811,2,1277.0,1,0
71.34,0,12.74,17,0,1.189,1,625.3,0,0
133.13,0,36.74,19,0,0.234,0,807.4,0,0
157.73,0,10.33,8,0,0.869,1,1623.7,0,0
83.66,0,0.83,9,0,-0.142,0,706.8,0,0
33.37,0,11.56,12,0,-1.251,1,1188.6,0,0
78.73,0,14.02,11,0,-0.943,3,831.9,0,0
186.05,0,11.74,9,0,-0.157,1,1501.8,0,0
104.63,0,95.45,14,0,0.636,0,1051.2,0,0
125.97,0,8.85,13,0,-0.154,0,659.6,0,0
45.01,0,25.55,13,0,0.949,1,480.7,0,0
56.15,0,22.12,16,0,1.465,2,1779.6,0,0
377.64,1,0.5,0,1,2.997,5,160.7,1,1
60.28,0,6.91,21,0,-0.711,1,1135.4,0,0
63.84,0,1.07,13,0,1.7,0,1039.4,0,0
646.57,1,0.12,2,1,2.081,4,219.2,1,1
179.97,1,20.21,10,0,-1.308,1,755.1,0,0
9.07,0,23.61,1,0,1.479,0,435.5,0,0
68.44,0,18.81,18,0,-0.027,1,1076.1,0,0
62.33,0,14.59,11,0,-0.186,1,1054.3,0,0
20.78,1,33.08,16,0,-0.006,1,1183.9,1,0
118.04,0,8.95,16,0,-0.64,1,1564.9,0,0
36.02,0,4.83,9,0,1.201,1,1010.0,0,0
49.23,0,10.71,12,0,-0.554,0,408.7,0,0
321.01,0,40.94,8,0,-0.452,0,1222.5,0,0
157.35,0,16.94,14,0,-1.103,1,1807.5,0,0
108.67,0,3.47,17,0,-0.585,1,883.9,0,0
92.17,0,3.54,16,0,-0.56,1,863.8,0,0
57.98,0,14.28,10,0,-0.614,0,826.8,0,0
364.84,0,9.71,6,0,-0.141,2,946.7,0,0
131.87,0,2.22,18,0,-0.892,3,1073.6,0,0
35.26,0,19.62,9,0,1.276,1,1178.3,0,0
20.29,0,34.11,14,0,-0.122,1,700.8,0,0
427.31,1,4.43,22,1,2.417,7,119.0,0,1
107.97,0,5.36,11,0,0.299,2,721.1,0,0
63.59,0,14.15,17,0,0.689,0,217.5,0,0
19.79,0,0.81,14,0,1.62,1,408.1,0,0
96.0,0,5.28,16,0,0.728,2,787.5,1,0
53.05,0,99.02,14,0,-0.198,1,1082.0,0,0
104.7,0,24.8,8,0,-0.858,0,763.4,0,0
97.07,1,2.13,19,0,0.27,2,1270.9,0,0
39.76,0,27.63,16,0,0.85,0,675.8,0,0
114.2,0,19.91,12,0,0.114,1,694.3,0,0
43.68,1,12.72,14,0,0.052,1,1443.6,0,0
46.16,0,11.56,16,0,0.171,0,1065.9,0,0
42.42,0,9.16,10,0,-1.496,0,1355.5,0,0
174.4,0,1.66,18,0,0.117,0,1088.6,0,0
52.54,0,31.37,16,0,0.586,2,968.2,0,0
214.13,0,17.73,12,0,-0.037,0,1074.2,0,0
303.68,0,5.52,15,0,0.899,1,529.1,0,0
35.59,0,0.58,15,1,0.926,2,317.9,0,0
159.05,0,0.35,4,1,2.585,4,91.3,0,1
5.57,0,0.71,13,0,-0.403,5,503.7,0,0
162.04,0,1.03,15,0,0.353,2,403.2,0,0
49.87,0,9.49,8,0,0.034,0,1055.3,0,0
31.94,0,24.99,17,0,-1.623,0,1456.7,0,0
40.43,1,6.06,10,0,-0.15,0,521.0,0,0
46.87,0,22.24,9,0,-0.825,1,1026.2,0,0
200.86,0,0.09,12,0,0.107,2,1693.5,0,0
