sme_id,month,monthly_inflow,monthly_outflow,overdraft_days_used,late_supplier_payments,inflow_volatility_3m,cash_runway_months,distressed_within_6_months
SME-272,6,24553.38,16877.25,2,0,0.1059,7.55,0
SME-272,7,25739.57,20431.29,2,0,0.1176,6.96,0
SME-272,8,23511.52,17582.74,2,0,0.037,6.65,0
SME-272,9,28342.13,18410.28,0,1,0.0763,7.33,0
SME-272,10,29803.72,23745.83,3,1,0.0988,7.47,0
SME-272,11,21086.62,18804.41,1,3,0.1443,7.12,0
SME-272,12,22386.37,14344.99,1,0,0.1572,7.53,0
SME-273,1,32521.62,30042.47,4,0,0.086,10.63,0
SME-273,2,43748.26,37527.48,1,0,0.1472,10.67,0
SME-273,3,50659.23,40993.37,3,0,0.1767,11.35,0
SME-273,4,51769.88,45311.38,1,2,0.0728,9.35,0
SME-273,5,48114.79,34663.13,2,1,0.0305,11.3,0
SME-273,6,44390.96,33533.04,1,0,0.0626,11.46,0
SME-273,7,46266.69,41806.32,1,0,0.0329,11.72,0
SME-273,8,63610.85,53689.61,0,0,0.1683,10.51,0
SME-273,9,39258.84,22277.56,2,0,0.2059,10.11,0
SME-273,10,50684.03,43317.71,0,2,0.1944,10.99,0
SME-273,11,44944.34,39220.96,0,0,0.1037,10.54,0
SME-273,12,36868.79,31380.35,2,0,0.1283,11.12,0
SME-274,1,65146.51,44799.31,2,1,0.0798,5.57,0
SME-274,2,39082.87,24436.38,3,0,0.2501,4.59,0
SME-274,3,43708.12,40307.71,2,0,0.2303,4.82,0
SME-274,4,38853.94,34495.4,1,0,0.0552,5.79,0
SME-274,5,39640.68,36117.8,1,0,0.0522,4.69,0
SME-274,6,33297.88,23501.71,0,0,0.0758,4.62,0
SME-274,7,37960.99,32907.26,3,1,0.0726,6.22,0
SME-274,8,35275.88,26031.96,0,1,0.0538,5.21,0
SME-274,9,42184.7,33738.47,2,0,0.0739,4.37,0
SME-274,10,42807.69,33435.78,1,1,0.0851,4.79,0
SME-274,11,40063.28,39395.19,1,0,0.0282,4.69,0
SME-274,12,44420.24,35279.05,1,2,0.0424,4.07,0
SME-275,1,27034.2,18396.38,5,1,0.1451,4.32,0
SME-275,2,31145.62,26286.66,3,1,0.0707,5.03,0
SME-275,3,35790.93,26985.65,5,0,0.1142,5.13,0
SME-275,4,26204.47,22454.96,2,0,0.1261,3.64,0
SME-275,5,30216.13,22632.84,2,0,0.1279,5.13,0
SME-275,6,25354.63,19602.39,1,0,0.0778,4.23,0
SME-275,7,27378.22,25189.67,3,0,0.0721,5.08,0
SME-275,8,30290.55,21621.63,1,0,0.0732,4.16,0
SME-275,9,24251.23,18719.8,2,2,0.0903,5.57,0
SME-275,10,34663.68,27719.41,1,0,0.1436,4.49,0
SME-275,11,30994.53,25213.28,3,0,0.1439,4.42,0
SME-275,12,38830.51,26312.02,3,1,0.0919,5.11,0
SME-276,1,23284.74,17195.17,3,1,0.1604,2.5,1
SME-276,2,21119.04,16218.94,10,1,0.0488,2.09,1
SME-276,3,18922.0,17594.21,2,1,0.0844,1.44,1
SME-276,4,20136.18,17548.47,5,2,0.0448,2.29,1
SME-276,5,30240.42,23835.47,0,0,0.2196,1.61,1
SME-276,6,21960.33,19430.12,5,2,0.1823,2.16,1
SME-276,7,28459.54,28245.33,5,1,0.1572,1.06,1
SME-276,8,20031.96,20257.85,2,4,0.1824,1.29,1
SME-276,9,25963.26,21449.31,3,3,0.2146,0.91,1
SME-276,10,24186.75,23600.9,6,3,0.1675,0.51,1
SME-276,11,18818.69,19575.59,6,4,0.241,1.23,1
SME-276,12,21975.15,21161.15,6,4,0.1895,0.99,1
SME-277,1,22866.09,18627.4,0,0,0.0726,11.78,0
SME-277,2,14245.78,12541.26,0,0,0.2323,10.53,0
SME-277,3,16723.86,12302.21,1,1,0.2019,11.39,0
SME-277,4,24020.78,23461.37,0,1,0.2264,11.35,0
SME-277,5,17423.3,14792.14,1,2,0.1695,11.4,0
SME-277,6,15138.16,12403.38,2,0,0.1997,11.03,0
SME-277,7,13285.17,13072.08,1,1,0.1107,10.49,0
SME-277,8,13879.0,12924.71,0,0,0.0548,11.4,0
SME-277,9,19498.43,15781.76,1,0,0.18,11.94,0
SME-277,10,13335.09,10792.21,3,0,0.1789,11.0,0
SME-277,11,13555.43,10479.95,1,0,0.1846,11.99,0
SME-277,12,14741.84,12581.19,2,0,0.0445,11.85,0
SME-278,1,91223.85,73319.06,1,0,0.0895,8.95,0
SME-278,2,82992.8,63498.26,0,1,0.0472,8.98,0
SME-278,3,71736.0,62172.71,1,0,0.0974,9.47,0
SME-278,4,81638.11,53789.51,2,0,0.0637,11.03,0
SME-278,5,71381.93,44117.26,0,1,0.0634,9.98,0
SME-278,6,67247.59,39701.46,0,1,0.0824,9.07,0
SME-278,7,75732.99,50811.87,1,1,0.0485,9.9,0
SME-278,8,63751.5,45009.74,1,1,0.073,9.32,0
SME-278,9,74773.64,54172.56,2,1,0.0761,10.28,0
SME-278,10,69950.74,43060.75,2,0,0.0649,9.44,0
SME-278,11,72163.16,51834.95,0,0,0.0273,9.86,0
SME-278,12,67455.02,45391.74,2,0,0.0275,9.56,0
SME-279,1,31925.78,22648.98,2,1,0.1246,12.15,0
SME-279,2,23464.07,16223.7,3,1,0.1528,12.25,0
SME-279,3,31489.64,20708.24,6,2,0.1343,12.13,0
SME-279,4,27059.97,18616.01,4,0,0.1201,13.19,0
SME-279,5,22950.11,19930.11,3,1,0.1284,11.77,0
SME-279,6,26930.15,24256.12,3,0,0.0744,13.49,0
SME-279,7,25665.36,18607.05,1,2,0.0659,12.3,0
SME-279,8,28903.37,18589.08,1,1,0.049,12.69,0
SME-279,9,36525.25,26065.02,0,1,0.1499,12.96,0
SME-279,10,24290.28,24268.58,0,1,0.1687,11.59,0
SME-279,11,28039.56,15765.56,0,0,0.1728,12.65,0
SME-279,12,28744.49,25638.11,4,0,0.0723,12.18,0
SME-280,1,18760.3,16750.77,1,0,0.2616,3.16,1
SME-280,2,14177.02,12472.48,5,1,0.1392,4.52,1
SME-280,3,19261.9,14576.88,2,2,0.1315,3.66,1
SME-280,4,18534.45,17224.36,2,2,0.1296,4.16,1
SME-280,5,17327.86,15750.38,1,0,0.0434,1.97,1
SME-280,6,19195.0,17677.16,0,0,0.0421,1.82,1
SME-280,7,15623.03,16325.88,3,0,0.1051,3.32,1
SME-280,8,21199.51,18497.74,1,0,0.1535,2.76,1
SME-280,9,19545.09,25278.89,5,2,0.1959,2.55,1
SME-280,10,19461.76,21578.89,7,3,0.1254,2.82,1
SME-280,11,15256.1,15699.36,5,5,0.205,3.45,1
SME-280,12,14465.94,13072.93,5,2,0.2635,2.53,1
SME-281,1,61522.99,40472.93,1,0,0.1082,14.1,0
SME-281,2,64088.78,52800.11,1,0,0.0204,13.78,0
SME-281,3,85223.45,64398.01,1,1,0.1511,13.9,0
SME-281,4,72021.6,51840.77,1,1,0.1182,14.57,0
SME-281,5,79356.22,56113.09,2,1,0.0685,14.73,0
SME-281,6,92068.07,73698.09,0,2,0.1021,14.43,0
SME-281,7,78174.37,66093.19,2,2,0.0756,14.28,0
SME-281,8,69205.43,47682.44,1,1,0.1178,14.44,0
SME-281,9,82745.42,61945.13,1,0,0.0733,14.11,0
SME-281,10,77787.81,64716.15,0,0,0.073,13.48,0
SME-281,11,81274.85,64441.76,0,0,0.0258,14.57,0
SME-281,12,71773.74,47550.53,1,0,0.051,13.42,0
SME-282,1,36801.59,41352.38,2,1,0.0876,8.56,0
SME-282,2,42868.48,41416.43,2,2,0.0762,8.4,0
SME-282,3,41643.53,37611.6,1,2,0.0648,10.28,0
SME-282,4,52221.33,43746.15,0,2,0.1037,9.47,0
SME-282,5,41091.27,32929.72,4,0,0.1138,9.12,0
SME-282,6,56582.8,52667.97,0,0,0.1305,9.43,0
SME-282,7,41138.84,39255.59,0,0,0.1576,9.88,0
SME-282,8,37594.15,40173.15,2,0,0.1828,9.6,0
SME-282,9,35198.04,31430.15,1,3,0.0643,10.02,0
SME-282,10,36257.72,36820.35,2,0,0.027,10.06,0
SME-282,11,41961.59,43390.43,1,2,0.0786,10.71,0
SME-282,12,49436.05,43094.46,3,1,0.1268,10.44,0
SME-283,1,29281.33,23760.19,1,2,0.1134,12.57,0
SME-283,2,32235.94,25155.2,3,0,0.048,14.04,0
SME-283,3,27503.07,16647.13,1,0,0.0658,11.41,0
SME-283,4,35184.23,27655.02,0,0,0.1,11.27,0
SME-283,5,36903.06,32657.66,3,0,0.1231,12.05,0
SME-283,6,32934.62,29219.56,1,1,0.0464,11.43,0
SME-283,7,33852.94,25209.91,1,0,0.0491,12.82,0
SME-283,8,38652.9,31516.47,1,0,0.0713,11.25,0
SME-283,9,39289.8,28326.57,1,0,0.0651,12.34,0
SME-283,10,36940.84,26977.12,2,1,0.0259,12.05,0
SME-283,11,31584.09,23601.79,2,1,0.0897,11.52,0
SME-283,12,40853.79,28607.43,3,1,0.1042,12.37,0
SME-284,1,10354.35,9691.21,6,0,0.3031,1.09,1
SME-284,2,11570.58,9418.81,5,2,0.0555,1.45,1
SME-284,3,9604.24,9873.76,8,2,0.0771,1.07,1
SME-284,4,10112.12,8590.45,2,2,0.0799,1.96,1
SME-284,5,10289.88,9771.6,2,1,0.029,2.37,1
SME-284,6,12654.29,12260.9,3,1,0.1052,1.28,1
SME-284,7,8485.61,8750.2,2,1,0.1784,1.44,1
SME-284,8,11072.16,10843.33,4,2,0.1988,1.84,1
SME-284,9,11139.46,11388.22,4,5,0.1746,0.44,1
SME-284,10,10730.03,10490.21,4,1,0.0733,1.01,1
SME-284,11,10080.03,9255.42,4,3,0.146,1.3,1
SME-284,12,8312.47,8214.0,8,1,0.2034,0.26,1
SME-285,1,14979.53,10538.24,0,0,0.1671,7.12,1
SME-285,2,17194.14,16321.71,0,0,0.0688,6.39,1
SME-285,3,19842.08,15704.21,3,0,0.1146,5.83,1
SME-285,4,19332.87,16576.25,4,2,0.0611,6.15,1
SME-285,5,17056.11,12646.68,3,0,0.0646,6.28,1
SME-285,6,17266.78,15037.73,4,1,0.0574,6.67,1
SME-285,7,16783.72,13678.07,2,2,0.0116,6.59,1
SME-285,8,17176.03,12794.71,2,0,0.0123,5.49,1
SME-285,9,17598.61,15719.72,0,0,0.0194,7.67,1
SME-285,10,16180.72,12292.6,2,0,0.035,5.42,1
SME-285,11,19820.75,15942.88,1,2,0.0838,6.22,1
SME-285,12,18522.08,13331.41,0,0,0.0829,5.87,1
SME-286,1,40912.78,24450.6,0,1,0.1398,4.72,0
SME-286,2,43413.14,34329.71,0,0,0.0297,5.2,0
SME-286,3,37963.57,31684.4,5,0,0.0546,4.85,0
SME-286,4,36724.54,25763.44,0,2,0.0738,4.97,0
SME-286,5,40988.65,32102.58,2,0,0.0464,3.48,0
SME-286,6,38475.19,29459.75,2,0,0.0452,4.03,0
SME-286,7,37062.06,29784.12,5,0,0.0418,5.61,0
SME-286,8,32181.88,25320.02,2,0,0.0751,5.18,0
SME-286,9,40579.16,29921.29,0,0,0.0941,4.88,0
SME-286,10,30112.46,23591.81,2,1,0.132,5.2,0
SME-286,11,39524.18,27669.48,1,1,0.1281,5.07,0
SME-286,12,48754.09,34896.94,2,0,0.1928,4.31,0
SME-287,1,31287.1,23862.4,2,0,0.0544,9.91,0
SME-287,2,30573.56,21391.4,0,0,0.0115,9.98,0
SME-287,3,32827.58,29489.8,1,0,0.0298,10.39,0
SME-287,4,30374.56,24661.02,1,0,0.0356,11.22,0
SME-287,5,38884.54,31608.49,1,1,0.1051,10.68,0
SME-287,6,31826.58,21663.6,1,2,0.1103,10.26,0
SME-287,7,31322.13,25811.6,1,0,0.1015,10.13,0
SME-287,8,32448.03,27337.18,2,1,0.0145,10.62,0
SME-287,9,31517.26,21430.35,2,1,0.0155,10.35,0
SME-287,10,32333.25,26213.43,3,0,0.0129,10.41,0
SME-287,11,29784.75,24111.46,2,0,0.034,10.5,0
SME-287,12,29312.48,23008.89,2,0,0.0435,10.32,0
SME-288,1,31809.74,28633.32,2,3,0.1198,6.5,0
SME-288,2,21353.52,16778.01,2,1,0.1967,6.65,0
SME-288,3,27016.32,21828.48,1,0,0.1599,5.81,0
SME-288,4,25996.31,17642.46,0,0,0.0994,7.28,0
SME-288,5,34285.0,24813.93,0,1,0.1268,7.05,0
SME-288,6,32269.65,28852.97,1,1,0.1144,6.66,0
SME-288,7,32213.56,23778.93,5,0,0.0293,5.08,0
SME-288,8,30089.13,26158.35,2,2,0.0322,6.94,0
SME-288,9,29277.52,25844.64,2,1,0.0406,6.04,0
SME-288,10,32941.81,23965.12,1,1,0.0511,6.91,0
SME-288,11,28581.71,22770.04,2,0,0.0632,6.82,0
SME-288,12,30298.37,26142.46,2,0,0.0586,7.09,0
SME-289,1,29249.64,19053.28,3,0,0.1313,11.38,0
SME-289,2,28668.67,25221.7,1,1,0.01,11.49,0
SME-289,3,26379.15,19131.37,2,0,0.0441,11.53,0
SME-289,4,33319.02,22144.56,1,0,0.098,11.98,0
SME-289,5,29400.74,20717.09,1,0,0.0957,13.4,0
SME-289,6,29239.7,19530.81,1,0,0.0615,11.78,0
SME-289,7,36023.27,30784.22,2,1,0.1002,11.93,0
SME-289,8,42540.52,36863.44,2,0,0.1511,11.75,0
SME-289,9,24772.12,21903.11,2,1,0.2131,11.18,0
SME-289,10,25231.35,17670.98,3,1,0.2681,10.93,0
SME-289,11,26037.32,18249.49,2,1,0.0206,11.57,0
SME-289,12,27870.15,19642.28,5,1,0.0419,11.94,0
SME-290,1,23978.47,14026.76,0,1,0.1114,9.64,0
SME-290,2,34839.18,27124.72,1,0,0.1847,10.15,0
SME-290,3,21050.72,13411.05,0,0,0.2228,10.92,0
SME-290,4,20790.95,12928.02,2,2,0.2567,11.47,0
SME-290,5,25563.37,20023.66,2,0,0.0975,10.51,0
SME-290,6,19991.38,14868.64,1,0,0.1112,10.26,0
SME-290,7,19479.66,17301.05,0,0,0.1271,9.97,0
SME-290,8,20575.55,14270.23,2,0,0.0224,10.21,0
SME-290,9,25807.88,15917.09,0,0,0.1258,8.94,0
SME-290,10,22062.6,23139.7,2,1,0.0965,9.61,0
SME-290,11,25607.9,22113.5,2,1,0.0702,11.13,0
SME-290,12,25980.17,18602.5,0,0,0.0719,9.44,0
SME-291,1,21563.76,16756.48,2,1,0.1911,4.59,1
SME-291,2,22543.62,20441.32,6,1,0.0222,4.03,1
SME-291,3,18708.19,12606.82,1,1,0.0777,4.03,1
SME-291,4,21384.41,19425.68,4,2,0.0769,5.11,1
SME-291,5,24649.83,20164.57,7,0,0.1126,3.79,1
SME-291,6,17639.6,16448.15,5,2,0.1349,4.16,1
SME-291,7,19679.53,17542.02,2,0,0.1612,3.7,1
SME-291,8,23059.75,17936.86,6,2,0.1585,3.8,1
SME-291,9,22690.44,18089.68,7,2,0.1188,2.78,1
SME-291,10,18886.15,17705.74,6,3,0.1689,2.78,1
SME-291,11,14427.07,14365.36,3,1,0.2529,2.86,1
SME-291,12,17613.93,18002.45,8,1,0.255,2.13,1
SME-292,1,42484.6,36162.28,1,2,0.0868,5.51,0
SME-292,2,46091.76,40721.5,5,1,0.0407,4.98,0
SME-292,3,38379.56,30274.79,1,0,0.0745,4.26,0
SME-292,4,47376.31,37839.45,4,1,0.0904,4.5,0
SME-292,5,64806.63,53347.32,0,1,0.2186,5.49,0
SME-292,6,43001.03,43223.73,1,0,0.1821,4.82,0
SME-292,7,32701.24,28887.77,2,0,0.2858,5.13,0
SME-292,8,43691.21,38168.89,1,2,0.1263,4.44,0
SME-292,9,44697.18,41243.53,0,1,0.1346,5.39,0
SME-292,10,48271.3,56787.81,2,0,0.0431,4.42,0
SME-292,11,57089.23,62260.67,0,1,0.1041,4.99,0
SME-292,12,44170.04,37018.05,0,0,0.1081,5.93,0
SME-293,1,55358.88,59529.41,0,1,0.1089,5.97,0
SME-293,2,75804.93,88188.2,0,1,0.1559,6.41,0
SME-293,3,47229.61,35391.63,2,1,0.2022,5.76,0
SME-293,4,49662.37,37575.8,2,2,0.2247,7.12,0
SME-293,5,53650.52,44625.55,2,2,0.0527,6.24,0
SME-293,6,56640.43,46604.98,1,1,0.0536,7.61,0
SME-293,7,60079.39,43385.1,1,0,0.0463,6.57,0
SME-293,8,55375.75,43734.77,4,0,0.0346,6.72,0
SME-293,9,49934.01,35755.58,2,0,0.0752,6.5,0
SME-293,10,54165.35,45546.96,0,1,0.0439,6.61,0
SME-293,11,46280.22,42816.09,2,1,0.0643,7.22,0
SME-293,12,48294.83,44800.38,4,0,0.0675,7.1,0
SME-294,1,31336.31,27686.15,0,0,0.1647,5.81,0
SME-294,2,24657.93,18084.05,0,0,0.1193,4.24,0
SME-294,3,29244.52,22569.54,3,1,0.0982,5.62,0
SME-294,4,30615.78,24371.22,1,1,0.0904,5.07,0
SME-294,5,26214.22,19990.62,4,0,0.0641,5.5,0
SME-294,6,24872.07,18271.02,2,0,0.0901,5.58,0
SME-294,7,23110.58,15696.44,2,0,0.0514,4.5,0
SME-294,8,26241.62,20429.6,1,1,0.0518,5.11,0
SME-294,9,28798.55,22088.91,0,1,0.0893,5.96,0
SME-294,10,27639.16,18779.99,3,0,0.0379,5.31,0
SME-294,11,28934.15,17110.62,1,0,0.0204,5.37,0
SME-294,12,25090.57,18990.0,0,0,0.0587,4.85,0
SME-295,1,27346.44,20803.47,1,0,0.122,12.79,0
SME-295,2,36074.31,30672.28,0,2,0.1376,12.58,0
SME-295,3,28860.81,24245.94,1,1,0.1238,12.1,0
SME-295,4,29330.64,23623.67,1,0,0.1049,12.23,0
SME-295,5,35863.23,29952.58,2,0,0.1019,12.27,0
SME-295,6,31666.87,19386.55,1,0,0.0837,12.3,0
SME-295,7,31314.74,26543.56,3,2,0.0627,11.66,0
SME-295,8,27743.88,22392.62,0,0,0.0586,12.62,0
SME-295,9,22716.56,16700.09,1,0,0.1294,12.16,0
SME-295,10,30719.0,22722.64,2,0,0.122,12.45,0
SME-295,11,27047.24,27620.08,1,1,0.1219,12.45,0
SME-295,12,36029.06,21317.49,4,0,0.1179,12.5,0
SME-296,1,37047.56,31103.77,0,2,0.1275,13.79,0
SME-296,2,35668.25,30165.93,0,0,0.019,14.48,0
SME-296,3,44317.45,38926.58,1,0,0.0973,13.96,0
SME-296,4,28957.08,26049.56,1,0,0.1731,14.08,0
SME-296,5,41619.64,47325.63,2,0,0.1748,13.72,0
SME-296,6,34140.48,32191.74,2,1,0.1489,14.67,0
SME-296,7,35129.28,33024.62,1,0,0.0897,14.16,0
SME-296,8,30675.3,26247.04,1,0,0.0573,13.77,0
SME-296,9,38773.4,32782.52,0,0,0.095,13.72,0
SME-296,10,56992.01,46611.59,3,2,0.2611,13.44,0
SME-296,11,40450.94,37760.49,1,1,0.1811,14.5,0
SME-296,12,39498.97,35691.99,0,2,0.1759,13.69,0
SME-297,1,62314.01,55572.07,0,0,0.0725,5.61,0
SME-297,2,63853.17,62233.72,1,1,0.0122,5.25,0
SME-297,3,67289.69,52596.89,1,0,0.0323,6.11,0
SME-297,4,66719.16,76978.37,0,2,0.0228,3.94,0
SME-297,5,57104.0,53079.16,0,2,0.0734,5.38,0
SME-297,6,46054.73,51540.96,2,1,0.1491,4.96,0
SME-297,7,51914.27,45370.74,1,1,0.0873,5.98,0
SME-297,8,66320.78,53187.11,1,1,0.1555,5.72,0
SME-297,9,60710.06,66172.75,3,0,0.0994,5.58,0
SME-297,10,60789.07,56055.24,5,0,0.042,6.16,0
SME-297,11,53544.84,41049.92,4,0,0.0582,4.76,0
SME-297,12,55712.42,46028.74,0,0,0.0536,5.91,0
SME-298,1,38126.13,23615.96,0,0,0.0544,11.54,0
SME-298,2,33373.68,21087.18,1,1,0.0665,12.15,0
SME-298,3,35322.07,29351.75,2,0,0.0548,11.85,0
SME-298,4,35940.87,24728.75,1,1,0.0314,11.97,0
SME-298,5,35268.81,29231.27,2,0,0.0086,12.04,0
SME-298,6,38420.45,28644.38,2,1,0.0371,11.21,0
SME-298,7,32263.04,24351.7,1,2,0.0712,11.54,0
SME-298,8,40677.83,31527.49,0,0,0.0958,11.79,0
SME-298,9,33823.37,25294.24,1,1,0.1027,10.55,0
SME-298,10,32029.22,23593.73,2,0,0.105,11.79,0
SME-298,11,30388.76,29006.28,1,2,0.0437,12.41,0
SME-298,12,33744.88,24369.81,3,5,0.0427,11.13,0
SME-299,1,55032.54,44241.46,0,0,0.0802,6.75,1
SME-299,2,56739.86,41080.5,3,0,0.0153,6.85,1
SME-299,3,40435.01,31586.37,0,1,0.1442,8.18,1
SME-299,4,48476.53,41304.31,1,0,0.1371,7.41,1
SME-299,5,50775.26,38996.02,2,0,0.0952,7.94,1
SME-299,6,47824.65,38780.71,1,1,0.0258,8.23,1
SME-299,7,44244.98,37312.9,0,2,0.0561,6.99,1
SME-299,8,45961.52,32221.76,2,0,0.0318,8.34,1
SME-299,9,45437.7,30387.38,3,0,0.0159,7.58,1
SME-299,10,71986.48,54970.55,2,1,0.2276,7.38,1
SME-299,11,49163.52,35663.89,0,0,0.2113,7.48,1
SME-299,12,48794.73,37185.88,1,1,0.1915,8.03,1
SME-300,1,28543.95,27521.59,0,1,0.1003,11.22,0
SME-300,2,39957.88,34104.84,2,0,0.1666,11.56,0
SME-300,3,45192.42,45081.77,2,2,0.1834,10.94,0
SME-300,4,33830.16,24912.0,1,0,0.1171,12.26,0
SME-300,5,28219.03,27524.42,6,0,0.1975,11.23,0
SME-300,6,34692.73,26517.2,4,1,0.089,11.74,0
SME-300,7,31752.71,26833.94,3,1,0.0839,11.37,0
SME-300,8,31449.99,29369.28,1,3,0.0448,11.12,0
SME-300,9,30099.17,25616.66,4,0,0.0231,11.57,0
SME-300,10,27226.14,22016.64,0,0,0.0595,11.61,0
SME-300,11,29635.91,26174.81,4,0,0.0434,11.47,0
SME-300,12,34875.7,31119.88,1,3,0.1044,11.28,0
SME-301,1,25327.69,17352.85,0,0,0.1549,9.91,0
SME-301,2,36850.7,23769.66,1,0,0.1853,10.84,0
SME-301,3,35584.1,37318.24,4,1,0.1583,9.64,0
SME-301,4,36170.34,32650.83,3,0,0.0143,9.74,0
SME-301,5,30512.57,28028.25,3,0,0.0745,10.76,0
SME-301,6,29034.35,23490.01,2,0,0.0964,10.39,0
SME-301,7,36843.25,29095.03,2,0,0.1054,10.29,0
SME-301,8,27514.73,23918.95,2,1,0.1313,11.04,0
SME-301,9,31962.47,30428.74,1,0,0.1187,11.02,0
SME-301,10,32920.14,22345.49,1,0,0.0765,10.26,0
SME-301,11,27110.22,22972.21,5,0,0.0829,10.71,0
SME-301,12,34660.53,30634.5,0,1,0.1023,10.93,0
SME-302,1,79915.58,72359.06,2,1,0.1739,8.33,0
SME-302,2,92988.74,87876.63,2,0,0.0756,8.1,0
SME-302,3,56655.94,39034.16,1,0,0.1964,8.28,0
SME-302,4,81575.11,59274.92,3,0,0.1968,7.99,0
SME-302,5,77191.62,65110.5,3,1,0.1513,7.84,0
SME-302,6,73475.1,67092.55,1,0,0.0428,8.97,0
SME-302,7,60745.48,51570.03,1,1,0.0999,8.64,0
SME-302,8,92160.56,81726.53,3,0,0.171,8.08,0
SME-302,9,62100.26,49050.87,2,0,0.2023,8.76,0
SME-302,10,89501.01,62553.2,1,0,0.1672,9.1,0
SME-302,11,84928.45,75680.84,1,0,0.152,8.11,0
SME-302,12,75987.79,55010.27,1,1,0.0672,8.03,0
SME-303,1,57514.18,60131.74,2,1,0.1489,4.49,0
SME-303,2,47228.56,36594.49,0,0,0.0982,4.59,0
SME-303,3,56856.95,62250.2,5,2,0.0873,5.1,0
SME-303,4,55233.69,49326.86,3,0,0.0793,5.79,0
SME-303,5,47683.33,36060.29,0,0,0.0751,5.41,0
SME-303,6,61321.61,49947.23,0,0,0.1019,5.08,0
SME-303,7,57235.67,46702.02,1,1,0.1031,3.71,0
SME-303,8,63347.52,54569.31,1,1,0.0419,4.54,0
SME-303,9,71929.19,65197.19,4,1,0.0939,4.95,0
SME-303,10,59547.79,53615.68,3,0,0.0797,5.16,0
SME-303,11,55460.75,54619.38,2,1,0.1124,4.17,0
SME-303,12,59433.79,52929.66,2,0,0.0327,5.63,0
SME-304,1,19092.78,17667.09,5,2,0.4321,4.48,1
SME-304,2,19511.42,19402.79,2,0,0.0108,4.37,1
SME-304,3,16666.39,16626.33,3,0,0.0681,4.31,1
SME-304,4,20794.0,22241.41,3,0,0.0908,4.59,1
SME-304,5,19371.68,16594.92,2,4,0.0904,3.7,1
SME-304,6,20021.95,22119.52,5,1,0.029,4.38,1
SME-304,7,18172.86,20109.58,2,1,0.0562,3.84,1
SME-304,8,20107.79,24818.37,5,1,0.0878,3.38,1
SME-304,9,20679.77,21728.61,0,4,0.1234,3.09,1
SME-304,10,15113.93,16861.2,5,5,0.1995,3.86,1
SME-304,11,18074.16,20311.2,6,2,0.1967,2.52,1
SME-304,12,14688.19,15299.21,8,5,0.2178,3.11,1
SME-305,1,37693.88,23661.15,3,2,0.0942,5.6,0
SME-305,2,39027.75,28914.96,4,0,0.0174,6.07,0
SME-305,3,36303.24,29327.15,1,1,0.0295,5.04,0
SME-305,4,50453.31,37350.78,2,0,0.1462,6.12,0
SME-305,5,37946.66,30846.46,4,0,0.152,5.53,0
SME-305,6,34595.46,21320.81,1,2,0.1664,4.94,0
SME-305,7,35612.39,32901.64,1,0,0.0389,6.03,0
SME-305,8,33985.69,30245.49,3,0,0.0193,4.51,0
SME-305,9,33610.88,28486.7,0,2,0.0253,6.31,0
SME-305,10,33674.8,24909.15,2,0,0.0048,6.04,0
SME-305,11,35654.01,29114.86,2,0,0.0276,5.75,0
SME-305,12,39899.07,28578.39,1,0,0.0713,5.33,0
SME-306,1,31494.38,26345.41,0,0,0.0704,8.04,0
SME-306,2,40266.77,32352.64,2,0,0.1222,7.99,0
SME-306,3,31308.3,22971.75,2,0,0.1217,7.0,0
SME-306,4,30333.33,22795.27,0,0,0.1316,7.76,0
SME-306,5,30279.98,22431.53,4,1,0.0154,8.06,0
SME-306,6,35980.26,28175.55,2,0,0.0831,6.64,0
SME-306,7,31836.9,26221.89,3,1,0.0736,7.17,0
SME-306,8,25146.59,20094.59,1,2,0.144,8.53,0
SME-306,9,31787.29,30794.01,1,1,0.1062,6.18,0
SME-306,10,37887.49,32664.15,3,2,0.1646,7.81,0
SME-306,11,33011.35,26742.54,2,0,0.077,8.3,0
SME-306,12,38946.02,30197.95,1,0,0.0706,7.61,0
SME-307,1,13792.96,10222.16,0,0,0.061,13.42,0
SME-307,2,18487.38,13542.99,1,0,0.1454,13.03,0
SME-307,3,19386.95,14493.6,2,0,0.1424,12.29,0
SME-307,4,16268.47,12260.71,1,1,0.0726,12.64,0
SME-307,5,18249.73,14932.11,2,3,0.0717,13.69,0
SME-307,6,13100.39,11814.53,1,0,0.1336,13.49,0
SME-307,7,18752.13,17251.48,5,0,0.1529,13.69,0
SME-307,8,14463.6,12898.27,1,0,0.156,13.53,0
SME-307,9,15727.71,16715.17,2,1,0.1103,13.44,0
SME-307,10,15255.67,14602.88,4,1,0.0344,13.53,0
SME-307,11,18264.44,20794.25,0,1,0.0805,13.17,0
SME-307,12,18160.07,16060.4,1,0,0.0809,12.82,0
SME-308,1,46385.23,28242.43,2,0,0.1427,4.46,0
SME-308,2,55241.66,34920.24,0,0,0.0871,4.04,0
SME-308,3,51618.59,45316.65,2,0,0.0712,5.12,0
SME-308,4,52331.68,46898.76,1,2,0.0295,4.91,0
SME-308,5,55071.22,38452.42,1,1,0.0281,3.62,0
SME-308,6,47150.37,45469.78,2,1,0.0638,4.87,0
SME-308,7,42385.93,35765.45,3,0,0.1085,4.55,0
SME-308,8,56171.7,36282.63,4,0,0.1177,3.67,0
SME-308,9,45808.46,29398.29,2,0,0.1218,4.91,0
